judul,penulis,dp1,dp2,abstrak
"PENERAPAN EKSTRAKSI INFOMASI SIMPLE TREE MATCHING (STM) PADA WEB CRAWLER BAHASA INDONESIA
", Alfian Qomaruddin, Firdaus Solihin,Iwan Santosa,"Web crawler adalah salah satu bagian penting dari search engine. web crawler bertugas mengambil informasi dari laman web yang dikunjunginya. untuk mendapatkan konten khusus bahasa indonesia telah di desain dan diimplementasikan pada penelitan sebelumnya oleh arifin. dari hasil penelitian ini diperoleh web crawler yang mampu menghimpun website bahasa indonesia dengan data uji coba 1000 url, diantaranya 500 website bahasa indonesia dan 500 website bahasa asing. namun data yang tersimpan dari web crawler tersebut belum optimal, karena di dalam konten yang tersimpan masih terdapat beberapa bagian yang bukan sebuah informasi. kekurangan pada pengambilan konten tersebut dicoba untuk diperbaiki dalam penelitian ini dengan menggunakan ekstraksi informasi(web data extraction) berbasis pencocokan pohon dengan menggunakan metode simple tree matching(stm). ekstraksi informasi adalah sebuah cara komputer dalam mengambil informasi pada suatu website. simple tree matching adalah sebuah metode ekstraksi informasi yang melakukan pencocokan dua tree website pada proses ekstraksinya. web crawler dengan metode stm dilakukan ujicoba kembali pada 50 website dari data penelitian sebelumnya dan didapatkan hasil konten yang lebih bersih dari implementasi sebelumnya. dapat disimpulkan bahwa simple tree matching mampu dengan sempurna melakukan ekstraksi informasi pada web crawler. dengan rata-rata nilai precision 100% dan recall 89.31365%."
PENGELOMPOKAN TINGKAT KESEHATAN MASYARAKAT KABUPATEN BANGKALAN MENGGUNAKAN METODE FUZZY C-MEANS BERBASIS SIG, Sandra Lisa Sasmita," Bain Khusnul Khotimah, ST.,M.Kom.","Andharini Dwi Cahyani, S.Kom.,M.Kom.","Sistem informasi kesehatan merupakan suatu pengelolaan informasi di seluruh tingkat pemerintah secara sistematis dalam rangka penyelengggaraan pelayanan kepada masyarakat. penelitian ini dilakukan untuk mengembangkan model sistem informasi pengelompokan tingkat kesehatan masyarakat berdasarkan sistem informasi geografis (gis) untuk mendukung rencana peningkatan kesehatan di kabupaten bangkalan. dengan melakukan maping pengelompokan tingkat kesehatan masyarakat ke dalam beberapa cluster agar informasi yang disajikan lebih mudah dipahami dan lebih informatif. dalam penelitian ini, teknik clustering digunakan untuk mengelompokan data-data kecamatan dengan beberapa latar belakang. kecamatan yang memiliki atribut-atribut di cluster menjadi 4 cluster menggunakan metode fuzzy c-means (fcm). dalam mengelompokkan tingkat kesehatan masyarakat dengan menggunakan metode fuzzy c-means (fcm), untuk mengkatagorikan tingkat kesehatan masyarakatnya, tentunya ada kriteria-kriteria kesehatan masyarakat yang memiliki nilai yang tidak pasti. oleh karena itu, untuk mengelompokkan tingkat kesehatan masyarakat ke dalam beberapa cluster, perlu adanya analisa lebih lanjut pada cluster tersebut untuk mendapatkan hasil yang lebih sesuai. data yang telah diolah tersebut disajikan dalam bentuk peta dengan daerah yang bergradasi warna sesuai wilayah."
IMPLEMENTASI PENJUALAN LAPTOP DENGAN SISTEM REKOMENDASI BERBASIS FUZZY ANALYTIC NETWORK PROCESS (FANP), Rony Gunawan," Rika Yunitarini, ST., MT.","Yeni Kustiyahningsih, M.Kom","Kegiatan yang dilakukan di toko surya yaitu transaksi penjualan barang kepada pembeli. karena laptop banyak jenis dan merek, maka pihak toko sering membantu memilih laptop yang di inginkan pembeli supaya sesuai dengan yang di inginkan. untuk menyelesaikan permasalahan di atas, pada penelitian ini dilakukan pendekatan fuzzy analytical network process (fanp) untuk memilih laptop yang sesuai dengan pembeli. penggunaan fuzzy bertujuan untuk mengakomodasi sifat samar dalam pengambilan keputusan untuk memberikan pertimbangan yang dapat mengatasi ketidakpastian didalam kriteria-kriteria kualitatif. metode fanp dapat digunakan untuk menyelesaikan permasalahan pengambilan keputusan yang terdapat hubungan saling mempengaruhi antar kriteria dalam suatu level tertentu. kriteria yang dapat di pilih adalah harga, layar, processor, kapasitas memori, type memori, harddisk, bluetooth, dan webcam."
Rancang Bangun Sistem Pencarian Terdistribusi Pada E-jurnal Berbasis WeB Service Menggunakan Rest, Eko Firmanto Abfiadin," Hermawan S.T., M.Kom.","Andarini Dwi C S.Kom., M.Kom.","Pada era modern ini kebutuhan akan internet semakin tinggi mengikuti perkembangan zaman. namun masih banyaknya ketidak akuratan data e-jurnal yang sesuai dengan keyword yang diinputkan oleh user mengindikasikan akan diperlukannya suatu pencarian terdistribusi pada e-jurnal sebagai sarana untuk mempermudah pencarian. untuk itu  dapat dikembangkan sistem pencarian berbasis web service menggunakan representational state transfer (rest) guna pengoptimalan layanan yang dibutuhkan. web service merupakan suatu sistem yang menyediakan pelayanan berupa xml dan digunakan untuk aplikasi sistem yang terdistribusi secara heterogen baik dari sistem operasi sampai model object. web service mendefinisikan suatu fungsi tertentu yang dapat diakses oleh aplikasi yang lain melalui internet dengan menggunakan protokol-protokol yang menjadi standart internet. berdasarkan dari hasil pengujian sistem, didapatkan nilai minimal cosine similarity terbaik dengan treshold 0,1. dengan nilai presentase rata-rata precision 58,6 %, nilai presentase rata-rata recall nya mencapai 92,4 % dan nilai rata-rata presentase f-measure nya adalah 65,5 %. hasil dari pengujian efektifitas sistem pada masyarakat, dapat dikatakan bahwa aplikasi ini sangat membantu dan cukup baik diterima oleh user, dengan presentase sangat baik 34,4 % , baik 56 %, cukup baik 9,6 % ."
SistemRekomendasi Kelayakan Kredit kepemilikan sepedaMotordenganMenggunakan MetodeFuzzy Analytical Hierarchy Process (FAHP) dan Multi-Attribute Utility Theory (MAUT), Faisol Akbar Firdaus," Bain Khusnul Khotimah, ST., M.Kom","Yeni Kustiyahningsih, M.Kom",Banyaknya masyarakat yang ingin memiliki sepeda motor tetapi tidak memiliki dana yang cukup untuk membeli sepeda motor secara tunai tentunya akan sangat membutuhkan suatu cara untuk memiliki sepeda motor tetapi dengan sistem pembayaran secara kredit. dealer yamaha trisakti motor bangkalan yang bukan hanya menjual produknya secara cas/kontan tetapi mereka juga bergerak dibidang asuransi yang bertujuan sebagai salah satu bagian fokus bisnis dibidang sektor otomotif berninat melakukan pemberian kredit sepeda motor kepada konsumen melalui pemanfaatan dana dari bagian laba perusahaan. padapenelitian ini akan diangkat suatu kasus yaitu mencari alternative terbaik berdasarkan kriteria - kriteria yang telah ditentukan dengan pendekatan metode fuzzy analytic hierarchy process (fahp). metode ini dipilih karena pengambilan keputusan dengan mempertimbangkan beberapa alternative dan criteria pada situasi yang bersifat fuzzy. perangking hasil pembobotan dari metode fahp menggunakan metode multi-attribute utility theory (maut). perangkingan melalui perbandingan berpasangan antara alternative pada kriteria yang sesuai untuk menentukan kelayakan kredit sepeda motor. sistem ini menggunakan bahasa pemrograman php dan aplikasi basis data yang digunakan padasistem informasi ini adalah mysql. dengan adanya aplikasi ini diharapkan dapat mengatasi kekurangan yang ada pada aplikasi terdahulu khususnya di dalam kemudahan pengubahan isi halaman website secara dinamis.
Desain game komputer adaptive testing untuk mempelajari matematika berbasis rpg, kudsiyah," Arik Kurniawati, S.Kom.,M.Kom","Ari Kusumaningsih, ST.,MT",Perkembangan industri games semakin cepat dan tujuan pengembangannya pun tidak hanya untuk hiburan semata. kebanyakan anak-anak berpikir kalau pelajaran matematika
"SISTEM PENDUKUNG KEPUTUSAN PENERIMAAN MAHASISWA BARU di STKIP PGRI BANGKALAN
MENGGUNAKAN DECISION TREE C4.5", ARYO ANDRI OKTARIO PRAMUDIA," HERMAWAN, ST., M.KOM","BUDI DWI SATOTO., ST., M.KOM","Banyaknya calon mahasiswa baru yang mendaftar sebagai mahasiswa di stkip pgri bangkalan membuat para panitia penerima mahasiswa baru kesulitan untuk menentukan peserta yang lulus dan diterima menjadi mahasiswa stkip pgri bangkalan. keputusan yang diambil secara konvensional selama ini dirasa kurang efektif dalam penentuan penerimaan mahasiswa baru, dibutuhkan suatu sistem yang dapat memberikan suatu pertimbangan dalam mengambil keputusan dalam hal penerimaan mahasiswa baru sehingga waktu yang dibutuhkan dalam penentuan penerimaan mahasiswa baru lebih efektif dan dengan hasil yang maksimal tentunya. adapun penilaian calon mahasiswa baru didasarkan beberapa kriteria antara lain  nilai ujian nasional,	nilai tes masuk stkip pgri bangkalan, dan pendapatan orang tua. dibutuhkan perangkat lunak pendukung keputusan untuk pengambilan keputusan dalam penerimaan mahsiswa baru untuk mendukung kinerja panitia penerimaan mahasiswa baru dengan metode pengambilan keputusan yang tepat dalam hal ini adalah algoritma decision tree c4.5. perangkat lunak yang dibangun ditujukan untuk membantu pengambilan keputusan pemecahan masalah multikriteria dalam kasus penerimaan mahasiswa baru di stkip pgri bangkalan - bangkalan madura. berdasarkan analisa pada penelitian ini diperoleh hasil bahwa sebanyak 165 mahasiswa baru dinyatakan lulus dengan nilai unas >20, 10 mahasiswa dinyatakan lulus dengan perhitungan nilai ujian masuk > 20 dan 25 mahasiswa dinyatakan tidak lulus untuk atribut nilai ujian masuk <20"
SISTEM PENDUKUNG KEPUTUSAN PENENTUAN BANTUAN STIMULAN PERUMAHAN SWADAYA MENGGUNAKAN METODE SMARTER, RYNA SELVIA PUTRI," MULAAB, S.Si.,M.Kom","FIKA HASTARITA R, ST,M,Eng","Perkembangan di zaman era globalisasi ini ternyata tidak dapat melepaskan sebagian besar masyarakat di indonesia untuk lepas dari masalah kemiskinan dan berkaitan dengan perumahan dan permukiman yang merupakan hak dasar bagi setiap warga negara indonesia. untuk mendukung pemenuhan kebutuhan rtlh, kemenpera melalui deputi bidang perumahan memiliki program bantuan stimulan perumahan swadaya (bsps) bagi masyarakat berpenghasilan rendah. pada tugas akhir ini, diperlukan suatu sistem yang dapat membantu dalam menentukan bantuan rtlh untuk masyarakat  yang benar-benar tidak mampu, dalam system pendukung keputusan menggunakan metode smarter mampu menganalisa kriteria yang pada akhirnya dapat menentukan penduduk mana yang lebih layak menerima bsps. akan tetapi dalam metode smarter mempunyai sebuah kelemahan untuk penentuan bobot criteria tidak dapat dirubah. dan hasil dari perhitungan yang berupa perangkingan dari metode smarter tersebut kemudian akan dipetakan dengan menggunakan sistem informasi geografis (sig). penyajian data penduduk menggunakan google maps dapat membantu menentukan letak posisi rumah penduduk dari hasil perangkingan yang layak menerima bsps. hasil pemetaan akan tampak masing-masing dari prioritas perangkingan tersebut. pada hasil penelitian yang telah dilakukan dalam penentuan bsps, system memiliki tingkat kesesuaian sebesar 78% jika dibandingkan dengan data real tahun 2013.  kata kunci:bsps, kemiskinan, sistem pendukung keputusan (spk), smarter, sistem informasi geografis (sig)."
Aplikasi Multimedia Pengenalan Sandi Bendera Semaphore Pramuka Berbasis Game Android, ARDHANI ALFARISI AHMAD, CUCUN VERY ANGKOSO,ARIK KURNIAWATI,"Visualisasi animasi meberikan informasi yang lebih interaktif dan menarik. dalam penelitian ini telah dilakukan pemanfaatan teknologi mobile smartphone android untuk pengenalan materi gerakan pramuka khususnya pada gerakan kode bendera semaphore yang dikemas dalam animasi mobile android, pada penelitian ini dimanfaatkan adobe air macromedia flash yang mampu menjalankan aplikasinya di platform android. aplikasi multimedia pengenalan semaphore flag signaling pramuka berbasis os android ini memberikan kemudahan dalam penggunaan dan pemahaman tentang materi sandi semaphore. terdapat step by step pengenalan sandi semaphore yang bisa dilihat secara berurutan, serta terdapat bagian praktek, dimana user hanya mengetikkan kata dalam textbox maka secara otomatis animasi akan bergerak menunjukkan sandi – sandi semaphore yang telah diketikkan dalam textbox tersebut. dan aplikasi ini juga dilengkapi fitur pertanyaan atau tes, dimana setelah memahami pengenalan sandi semaphore, user juga disuguhi materi tes pertanyaan dari gerakan – gerakan animasi tersebut, sehingga bisa diketahui bagaimana pemahaman mereka tentang materi yang telah disajikan dalam bentuk mobile android  ini. dengan demikian, aplikasi ini dapat memudahkan anggota pramuka dalam dalam memahami materi kode bendera semaphore pramuka.  kata kunci: aplikasi multimedia, semaphore flag, pramuka, os android"
IMPLEMENTASI LATENT SEMANTIC ANALYSIS UNTUK SISTEM PENILAIAN ESAI OTOMATIS MATA PELAJARAN BIOLOGI, Aulia Aprilyana," Mula'ab Mulyo, S.Si., M.Kom.","Fika Hastarita Rachman, S.T., M.Eng.","Tes merupakan prosedur yang digunakan untuk penilaian. pada tespilihan ganda, jawaban telah tersedia. peserta tes dapat memperkirakan jawaban apabila belum menguasai bahan yang diteskan. kelemahan ini dapat diatasi dengan menggunakan tes esai. tes esai juga mempunyai kelemahan yaitu sulit dinilai secara objektif dan membutuhkan waktu yang lama.dalam penelitian ini dibuat sebuah sistem penilaian esai otomatis untuk mata pelajaran biologi pada sman ploso. sistem ini menggunakan metode latent semantic analysis (lsa). pada preprocessing, dilakukan pengecekan sinonim, penghapusan stopword, stemming ecsp dan pembobotan tf*idf. penilaian dilakukan dengan mengukur nilai similarity antara jawaban siswa dan kunci jawaban dari guru. deteksi kemungkinan mencontek pada sepasang siswa yaitu apabila 90% dari soal yang mempunyai nilai similarity lebih dari 0,9. pengujian keakuratan sistem dilakukan dengan cara membandigkan hasil penilaian dari sistem dengan hasil penilaian yang dilakukan guru secara manual. sistem ini dapat membantu guru sman ploso jombang untuk mengoreksi jawaban dari soal esai mata pelajaran biologi. sistem ini mempunyai nilai rmse sebesar 5,5. nilai rmse paling tinggi adalah pada soal yang membutuhkan jawaban urutan. kemungkinan mencontek siswa sman ploso pada ujian tulang sebesar 3,85%. kata kunci:penilaian esai, latent semantic analysis, ecsp, tf*idf, rmse"
SISTEM PENILAIAN ESAI OTOMATIS PADA E-LEARNING DENGAN ALGORITMA WINNOWING, Sariyanti Astutik," Andharini Dwi Cahyani, S.Kom., M.Kom","Mochammad Kautsar Sophan, S.Kom., M.MT","Ujian esai merupakan evaluasi pembelajaran dalam bentuk soal esai yang mempunyai jawaban lebih bervariasi dibandingkan soal pilihan ganda. variasi jawaban tersebut memberikan kesulitan tersendiri bagi guru dalam menilai jawaban. sistem penilaian esai dibangun untuk menjadi salah satu solusi yang dapat mempercepat dan mempermudah proses penilaian. sistem penilaian esai pada penelitian ini dilakukan dengan mengukur kesamaan jawaban siswa dan kunci jawaban guru. penelitian ini menggunakan algoritma winnowing. algoritma winnowingadalah algoritma untuk mengukur kemiripan teks. algoritma winnowing menghasilkan fingerprint yang akan mewakili teks jawaban pada perhitungan kemiripan dengan persamaan jaccard coeficient. pengujian dilakukan untuk mengetahui kemampuan algoritma winnowing dalam memberikan penilaian esai dengan menggunakan perubahan nilai n-gram dan window dari algoritma winnowing. hasil pengujian menunjukkanpenggunaan nilai n-gram dan window pada metode winnowing berpengaruh pada kesamaan fingerprint yang ditemukan. semakin banyak kesamaan fingerprint yang ditemukan, maka semakin tinggi nilai yang dihasilkan sistem. akurasi penilaian sistem menunjukkan hasil yang lebih baik pada teks jawaban yang memiliki struktur kalimat jawaban yang sama dengan kunci jawaban."
APLIKASI BELAJAR MENULIS ALPHANUMERIK UNTUK ANAK USIA PRA-SEKOLAH BERBASIS ANDROID, Darmawan Aditama," Yonathan Ferry Hendrawan, S.T., M.I.T","Muhammad Fuad, S.Kom., M.T","Kemampuan menulis alphanumerik  merupakan bekal utama bagi anak untuk dapat memahami mata pelajaran yang diberikan di sekolah. salah satu alternatif untuk  membantu meningkatkan minat dan kemampuan anak dalam belajar menulis alphanumerik adalah dengan menggunakan media pembelajaran berupa perangkat  lunak (software). penelitian tugas akhir ini adalah membuat sebuah aplikasi yang menyajikan pembelajaran menulis alphanumerik  yang sengaja dikemas dalam bentuk permainan supaya dapat meningkatkan minat belajar anak usia pra-sekolah. aplikasi pembelajaran ini dibagi menjadi dua, yaitu pengenalan pola dan  pengenalan karakter. untuk pengenalan pola dibuat dengan mengikuti jalur yang ada pada gambar yang diwakili oleh gambar bola sebagai dasar dari tiap sudut alphanumerik. garis dibuat dengan menggeser jari pada layar handphone dari satu titik ke titik yang lain yang menghubungkan setiap sudut alphanumerik. cara menulis ini dibuat sesuai dengan kaedah penulisan alphanumerik yang ada di pendidikan menulis usia dini. sedangkan dalam pengenalan karakter, aplikasi merekam tulisan tangan alphanumerik yang telah dibuat oleh pengguna pada tempat yang disediakan. dari tulisan tangan tersebut kemudian akan diproses pada tahapan pengolahan citra. citra gambar tersebut dibandingkan dengan database yang ada pada aplikasi dengan bantuan library tesseract sebagai mesin perbandingannya. dari hasil uji coba, anak-anak pra-sekolah mudah mengoprasikan aplikasi ini."
